symptoms,disease,treatment,medicines,prevention,severity,age_group,consultation_needed,specialist_required,confidence_score,symptom_count
"I have been having sneezing, runny nose, nasal congestion, cough, fatigue for a few days",Common Cold,Saline nasal rinse | Rest | Throat lozenges | Use humidifier,Dextromethorphan 15mg | Paracetamol 500mg | Zinc lozenges 10mg,Wash hands frequently | Get adequate sleep | Boost immune system,Severe,Adult,routine,General Practitioner,90,5
"I feel loss of appetite, bloating, stomach pain",Gastritis,Antacids | Small frequent meals | Avoid irritating foods | Proton pump inhibitors,Antacid tablets | Ranitidine 150mg | Sucralfate 1g,Manage stress | Avoid spicy foods | Limit alcohol,Moderate,Adult,within_week,Gastroenterologist,90,3
"I have been having vomiting, stomach pain, loss of appetite, indigestion, bloating for a few days",Gastritis,Avoid irritating foods | Antacids | Small frequent meals | Proton pump inhibitors,Omeprazole 20mg | Ranitidine 150mg | Antacid tablets,Avoid spicy foods | Avoid NSAIDs | Limit alcohol,Severe,Child,within_week,Gastroenterologist,95,5
"I feel stomach pain, bloating, loss of appetite",Gastritis,Avoid irritating foods | Antacids | Small frequent meals | Proton pump inhibitors,Omeprazole 20mg | Antacid tablets | Sucralfate 1g,Limit alcohol | Manage stress | Avoid spicy foods,Mild,Elderly,within_week,Gastroenterologist,85,3
"I've noticed stomach pain, nausea, vomiting recently",Gastritis,Avoid irritating foods | Antacids | Small frequent meals | Proton pump inhibitors,Omeprazole 20mg | Sucralfate 1g | Antacid tablets,Limit alcohol | Manage stress | Avoid spicy foods,Moderate,Adult,within_week,Gastroenterologist,89,3
"I'm suffering from stomach pain, bloating, nausea, vomiting, indigestion",Gastritis,Proton pump inhibitors | Small frequent meals | Antacids | Avoid irritating foods,Sucralfate 1g | Ranitidine 150mg | Antacid tablets,Limit alcohol | Manage stress | Avoid spicy foods,Severe,Child,within_week,Gastroenterologist,95,5
"I have been having stomach pain, indigestion, bloating, vomiting for a few days",Gastritis,Avoid irritating foods | Small frequent meals | Proton pump inhibitors | Antacids,Omeprazole 20mg | Ranitidine 150mg | Sucralfate 1g,Avoid spicy foods | Limit alcohol | Manage stress,Severe,Elderly,within_week,Gastroenterologist,95,4
"I have been having indigestion, nausea, bloating, loss of appetite, vomiting for a few days",Gastritis,Small frequent meals | Avoid irritating foods | Proton pump inhibitors | Antacids,Omeprazole 20mg | Sucralfate 1g | Ranitidine 150mg,Avoid spicy foods | Limit alcohol | Manage stress,Severe,Child,within_week,Gastroenterologist,92,5
"I have been having indigestion, bloating, stomach pain for a few days",Gastritis,Avoid irritating foods | Antacids | Proton pump inhibitors | Small frequent meals,Antacid tablets | Omeprazole 20mg | Sucralfate 1g,Avoid NSAIDs | Manage stress | Limit alcohol,Mild,Elderly,within_week,Gastroenterologist,88,3
"I feel indigestion, vomiting, bloating, loss of appetite, nausea",Gastritis,Avoid irritating foods | Antacids | Proton pump inhibitors | Small frequent meals,Omeprazole 20mg | Ranitidine 150mg | Sucralfate 1g,Avoid NSAIDs | Avoid spicy foods | Manage stress,Severe,Child,within_week,Gastroenterologist,90,5
"I have been having stomach pain, bloating, indigestion, vomiting, loss of appetite for a few days",Gastritis,Avoid irritating foods | Antacids | Proton pump inhibitors | Small frequent meals,Omeprazole 20mg | Sucralfate 1g | Ranitidine 150mg,Avoid NSAIDs | Avoid spicy foods | Limit alcohol,Severe,All Ages,within_week,Gastroenterologist,95,5
"I am experiencing vomiting, loss of appetite, bloating, indigestion, stomach pain",Gastritis,Antacids | Proton pump inhibitors | Avoid irritating foods | Small frequent meals,Antacid tablets | Ranitidine 150mg | Sucralfate 1g,Avoid spicy foods | Avoid NSAIDs | Manage stress,Severe,Adult,within_week,Gastroenterologist,95,5
"I feel indigestion, nausea, vomiting, bloating",Gastritis,Antacids | Avoid irritating foods | Proton pump inhibitors | Small frequent meals,Antacid tablets | Sucralfate 1g | Omeprazole 20mg,Avoid spicy foods | Limit alcohol | Manage stress,Severe,All Ages,within_week,Gastroenterologist,95,4
"I am experiencing bloating, vomiting, loss of appetite, nausea, stomach pain",Gastritis,Antacids | Small frequent meals | Proton pump inhibitors | Avoid irritating foods,Omeprazole 20mg | Sucralfate 1g | Ranitidine 150mg,Avoid NSAIDs | Avoid spicy foods | Limit alcohol,Severe,Elderly,within_week,Gastroenterologist,95,5
"I have been having vomiting, stomach pain, nausea, loss of appetite for a few days",Gastritis,Avoid irritating foods | Small frequent meals | Antacids | Proton pump inhibitors,Sucralfate 1g | Omeprazole 20mg | Ranitidine 150mg,Limit alcohol | Avoid spicy foods | Avoid NSAIDs,Severe,All Ages,within_week,Gastroenterologist,86,4
"I feel indigestion, loss of appetite, bloating, nausea, stomach pain",Gastritis,Antacids | Proton pump inhibitors | Avoid irritating foods | Small frequent meals,Sucralfate 1g | Antacid tablets | Omeprazole 20mg,Avoid NSAIDs | Avoid spicy foods | Manage stress,Severe,All Ages,within_week,Gastroenterologist,95,5
"I'm suffering from bloating, vomiting, nausea, loss of appetite, indigestion",Gastritis,Proton pump inhibitors | Small frequent meals | Antacids | Avoid irritating foods,Sucralfate 1g | Ranitidine 150mg | Omeprazole 20mg,Manage stress | Avoid NSAIDs | Limit alcohol,Severe,Child,within_week,Gastroenterologist,95,5
"I've noticed loss of appetite, stomach pain, vomiting, nausea, bloating recently",Gastritis,Small frequent meals | Proton pump inhibitors | Antacids | Avoid irritating foods,Omeprazole 20mg | Sucralfate 1g | Ranitidine 150mg,Manage stress | Limit alcohol | Avoid NSAIDs,Severe,All Ages,within_week,Gastroenterologist,95,5
"I've noticed vomiting, loss of appetite, indigestion, bloating recently",Gastritis,Antacids | Avoid irritating foods | Small frequent meals | Proton pump inhibitors,Ranitidine 150mg | Sucralfate 1g | Antacid tablets,Manage stress | Avoid NSAIDs | Limit alcohol,Moderate,Adult,within_week,Gastroenterologist,86,4
"I'm suffering from indigestion, nausea, loss of appetite, stomach pain",Gastritis,Small frequent meals | Proton pump inhibitors | Antacids | Avoid irritating foods,Antacid tablets | Ranitidine 150mg | Sucralfate 1g,Limit alcohol | Avoid NSAIDs | Avoid spicy foods,Severe,Adult,within_week,Gastroenterologist,95,4
"I have been having nausea, bloating, stomach pain for a few days",Gastritis,Small frequent meals | Proton pump inhibitors | Avoid irritating foods | Antacids,Omeprazole 20mg | Antacid tablets | Sucralfate 1g,Manage stress | Avoid spicy foods | Avoid NSAIDs,Moderate,Elderly,within_week,Gastroenterologist,88,3
"I am experiencing loss of appetite, nausea, stomach pain, vomiting, bloating",Gastritis,Antacids | Proton pump inhibitors | Avoid irritating foods | Small frequent meals,Antacid tablets | Ranitidine 150mg | Omeprazole 20mg,Avoid NSAIDs | Manage stress | Avoid spicy foods,Moderate,Child,within_week,Gastroenterologist,95,5
"I feel bloating, loss of appetite, stomach pain, vomiting, nausea",Gastritis,Proton pump inhibitors | Avoid irritating foods | Antacids | Small frequent meals,Sucralfate 1g | Antacid tablets | Ranitidine 150mg,Limit alcohol | Avoid NSAIDs | Avoid spicy foods,Severe,Child,within_week,Gastroenterologist,94,5
"I feel nausea, vomiting, indigestion",Gastritis,Antacids | Proton pump inhibitors | Avoid irritating foods | Small frequent meals,Sucralfate 1g | Antacid tablets | Ranitidine 150mg,Avoid NSAIDs | Manage stress | Avoid spicy foods,Moderate,Adult,within_week,Gastroenterologist,88,3
"I've noticed indigestion, vomiting, loss of appetite, stomach pain recently",Gastritis,Antacids | Avoid irritating foods | Small frequent meals | Proton pump inhibitors,Antacid tablets | Ranitidine 150mg | Sucralfate 1g,Avoid spicy foods | Manage stress | Avoid NSAIDs,Moderate,All Ages,within_week,Gastroenterologist,95,4
"I am experiencing indigestion, vomiting, loss of appetite",Gastritis,Avoid irritating foods | Antacids | Small frequent meals | Proton pump inhibitors,Sucralfate 1g | Antacid tablets | Ranitidine 150mg,Avoid spicy foods | Limit alcohol | Avoid NSAIDs,Moderate,All Ages,within_week,Gastroenterologist,95,3
"I'm suffering from indigestion, vomiting, bloating, stomach pain, loss of appetite",Gastritis,Antacids | Proton pump inhibitors | Avoid irritating foods | Small frequent meals,Antacid tablets | Sucralfate 1g | Omeprazole 20mg,Avoid spicy foods | Manage stress | Avoid NSAIDs,Severe,Adult,within_week,Gastroenterologist,95,5
"I'm suffering from pelvic pain, frequent urination, cloudy urine",UTI,Antibiotics | Complete antibiotic course | Cranberry juice | Increase fluid intake,Ciprofloxacin 500mg | Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg,Good hygiene | Urinate after intercourse | Avoid holding urine,Moderate,Elderly,within_24_hours,Urologist,84,3
"I have been having strong urine odor, cloudy urine, frequent urination for a few days",UTI,Complete antibiotic course | Increase fluid intake | Antibiotics | Cranberry juice,Nitrofurantoin 100mg | Trimethoprim-sulfamethoxazole 800mg | Ciprofloxacin 500mg,Stay hydrated | Good hygiene | Avoid holding urine,Mild,All Ages,within_24_hours,Urologist,82,3
"I feel cloudy urine, frequent urination, burning urination",UTI,Complete antibiotic course | Cranberry juice | Increase fluid intake | Antibiotics,Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg | Ciprofloxacin 500mg,Stay hydrated | Avoid holding urine | Urinate after intercourse,Moderate,All Ages,within_24_hours,Urologist,94,3
"I'm suffering from frequent urination, strong urine odor, burning urination",UTI,Complete antibiotic course | Increase fluid intake | Antibiotics | Cranberry juice,Trimethoprim-sulfamethoxazole 800mg | Ciprofloxacin 500mg | Nitrofurantoin 100mg,Urinate after intercourse | Avoid holding urine | Stay hydrated,Moderate,Adult,within_24_hours,Urologist,93,3
"I've noticed cloudy urine, strong urine odor, burning urination recently",UTI,Increase fluid intake | Complete antibiotic course | Cranberry juice | Antibiotics,Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg | Ciprofloxacin 500mg,Good hygiene | Avoid holding urine | Urinate after intercourse,Moderate,All Ages,within_24_hours,Urologist,86,3
"I am experiencing pelvic pain, cloudy urine, burning urination, strong urine odor, frequent urination",UTI,Increase fluid intake | Complete antibiotic course | Cranberry juice | Antibiotics,Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg | Ciprofloxacin 500mg,Good hygiene | Urinate after intercourse | Avoid holding urine,Severe,Child,within_24_hours,Urologist,94,5
"I feel frequent urination, cloudy urine, burning urination, strong urine odor, pelvic pain",UTI,Antibiotics | Increase fluid intake | Cranberry juice | Complete antibiotic course,Nitrofurantoin 100mg | Trimethoprim-sulfamethoxazole 800mg | Ciprofloxacin 500mg,Stay hydrated | Avoid holding urine | Urinate after intercourse,Severe,Elderly,within_24_hours,Urologist,95,5
"I've noticed cloudy urine, strong urine odor, pelvic pain, frequent urination recently",UTI,Complete antibiotic course | Antibiotics | Increase fluid intake | Cranberry juice,Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg | Ciprofloxacin 500mg,Urinate after intercourse | Stay hydrated | Good hygiene,Severe,Adult,within_24_hours,Urologist,92,4
"I feel pelvic pain, cloudy urine, burning urination",UTI,Antibiotics | Increase fluid intake | Complete antibiotic course | Cranberry juice,Nitrofurantoin 100mg | Ciprofloxacin 500mg | Trimethoprim-sulfamethoxazole 800mg,Avoid holding urine | Stay hydrated | Good hygiene,Moderate,Elderly,within_24_hours,Urologist,83,3
"I have been having frequent urination, cloudy urine, burning urination for a few days",UTI,Cranberry juice | Complete antibiotic course | Antibiotics | Increase fluid intake,Ciprofloxacin 500mg | Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg,Stay hydrated | Avoid holding urine | Urinate after intercourse,Moderate,Elderly,within_24_hours,Urologist,83,3
"I'm suffering from cloudy urine, burning urination, frequent urination",UTI,Antibiotics | Increase fluid intake | Complete antibiotic course | Cranberry juice,Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg | Ciprofloxacin 500mg,Avoid holding urine | Good hygiene | Urinate after intercourse,Moderate,Elderly,within_24_hours,Urologist,80,3
"I've noticed strong urine odor, pelvic pain, frequent urination recently",UTI,Increase fluid intake | Antibiotics | Complete antibiotic course | Cranberry juice,Trimethoprim-sulfamethoxazole 800mg | Ciprofloxacin 500mg | Nitrofurantoin 100mg,Stay hydrated | Urinate after intercourse | Good hygiene,Moderate,Adult,within_24_hours,Urologist,85,3
"I feel burning urination, strong urine odor, pelvic pain, cloudy urine",UTI,Cranberry juice | Complete antibiotic course | Antibiotics | Increase fluid intake,Nitrofurantoin 100mg | Ciprofloxacin 500mg | Trimethoprim-sulfamethoxazole 800mg,Good hygiene | Avoid holding urine | Stay hydrated,Severe,Child,within_24_hours,Urologist,95,4
"I feel strong urine odor, frequent urination, pelvic pain, cloudy urine",UTI,Cranberry juice | Complete antibiotic course | Increase fluid intake | Antibiotics,Nitrofurantoin 100mg | Ciprofloxacin 500mg | Trimethoprim-sulfamethoxazole 800mg,Avoid holding urine | Good hygiene | Urinate after intercourse,Severe,Child,within_24_hours,Urologist,87,4
"I feel cloudy urine, pelvic pain, strong urine odor, burning urination, frequent urination",UTI,Antibiotics | Increase fluid intake | Cranberry juice | Complete antibiotic course,Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg | Ciprofloxacin 500mg,Urinate after intercourse | Stay hydrated | Avoid holding urine,Severe,All Ages,within_24_hours,Urologist,95,5
"I am experiencing strong urine odor, burning urination, cloudy urine, pelvic pain",UTI,Antibiotics | Cranberry juice | Increase fluid intake | Complete antibiotic course,Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg | Ciprofloxacin 500mg,Good hygiene | Urinate after intercourse | Stay hydrated,Severe,Child,within_24_hours,Urologist,85,4
"I am experiencing pelvic pain, frequent urination, burning urination, strong urine odor, cloudy urine",UTI,Cranberry juice | Increase fluid intake | Complete antibiotic course | Antibiotics,Ciprofloxacin 500mg | Nitrofurantoin 100mg | Trimethoprim-sulfamethoxazole 800mg,Urinate after intercourse | Stay hydrated | Good hygiene,Severe,Elderly,within_24_hours,Urologist,92,5
"I feel burning urination, pelvic pain, cloudy urine, strong urine odor, frequent urination",UTI,Antibiotics | Complete antibiotic course | Increase fluid intake | Cranberry juice,Ciprofloxacin 500mg | Nitrofurantoin 100mg | Trimethoprim-sulfamethoxazole 800mg,Good hygiene | Avoid holding urine | Urinate after intercourse,Severe,Elderly,within_24_hours,Urologist,95,5
"I have been having frequent urination, strong urine odor, burning urination for a few days",UTI,Antibiotics | Cranberry juice | Complete antibiotic course | Increase fluid intake,Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg | Ciprofloxacin 500mg,Urinate after intercourse | Avoid holding urine | Stay hydrated,Mild,Elderly,within_24_hours,Urologist,82,3
"I am experiencing frequent urination, pelvic pain, strong urine odor, burning urination",UTI,Increase fluid intake | Cranberry juice | Complete antibiotic course | Antibiotics,Nitrofurantoin 100mg | Trimethoprim-sulfamethoxazole 800mg | Ciprofloxacin 500mg,Urinate after intercourse | Stay hydrated | Avoid holding urine,Moderate,Child,within_24_hours,Urologist,95,4
"I feel burning urination, strong urine odor, cloudy urine, frequent urination",UTI,Cranberry juice | Antibiotics | Increase fluid intake | Complete antibiotic course,Nitrofurantoin 100mg | Ciprofloxacin 500mg | Trimethoprim-sulfamethoxazole 800mg,Stay hydrated | Good hygiene | Avoid holding urine,Severe,Elderly,within_24_hours,Urologist,95,4
"I am experiencing burning urination, cloudy urine, pelvic pain, frequent urination, strong urine odor",UTI,Cranberry juice | Increase fluid intake | Complete antibiotic course | Antibiotics,Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg | Ciprofloxacin 500mg,Avoid holding urine | Urinate after intercourse | Good hygiene,Severe,Adult,within_24_hours,Urologist,95,5
"I feel cloudy urine, pelvic pain, burning urination, frequent urination, strong urine odor",UTI,Cranberry juice | Increase fluid intake | Antibiotics | Complete antibiotic course,Nitrofurantoin 100mg | Trimethoprim-sulfamethoxazole 800mg | Ciprofloxacin 500mg,Urinate after intercourse | Stay hydrated | Good hygiene,Severe,All Ages,within_24_hours,Urologist,95,5
"I have been having pelvic pain, strong urine odor, frequent urination for a few days",UTI,Antibiotics | Complete antibiotic course | Increase fluid intake | Cranberry juice,Nitrofurantoin 100mg | Trimethoprim-sulfamethoxazole 800mg | Ciprofloxacin 500mg,Stay hydrated | Avoid holding urine | Urinate after intercourse,Moderate,Child,within_24_hours,Urologist,93,3
"I'm suffering from frequent urination, burning urination, cloudy urine, pelvic pain, strong urine odor",UTI,Cranberry juice | Antibiotics | Increase fluid intake | Complete antibiotic course,Ciprofloxacin 500mg | Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg,Avoid holding urine | Urinate after intercourse | Stay hydrated,Severe,Child,within_24_hours,Urologist,93,5
"I'm suffering from burning urination, strong urine odor, pelvic pain, cloudy urine, frequent urination",UTI,Cranberry juice | Complete antibiotic course | Increase fluid intake | Antibiotics,Ciprofloxacin 500mg | Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg,Good hygiene | Urinate after intercourse | Stay hydrated,Severe,Adult,within_24_hours,Urologist,93,5
"I'm suffering from pelvic pain, burning urination, strong urine odor, frequent urination",UTI,Increase fluid intake | Antibiotics | Complete antibiotic course | Cranberry juice,Ciprofloxacin 500mg | Nitrofurantoin 100mg | Trimethoprim-sulfamethoxazole 800mg,Urinate after intercourse | Stay hydrated | Avoid holding urine,Moderate,Adult,within_24_hours,Urologist,92,4
"I am experiencing pelvic pain, strong urine odor, frequent urination, cloudy urine",UTI,Increase fluid intake | Antibiotics | Cranberry juice | Complete antibiotic course,Nitrofurantoin 100mg | Ciprofloxacin 500mg | Trimethoprim-sulfamethoxazole 800mg,Urinate after intercourse | Avoid holding urine | Stay hydrated,Severe,Child,within_24_hours,Urologist,95,4
"I feel frequent urination, burning urination, cloudy urine, strong urine odor, pelvic pain",UTI,Cranberry juice | Complete antibiotic course | Increase fluid intake | Antibiotics,Trimethoprim-sulfamethoxazole 800mg | Nitrofurantoin 100mg | Ciprofloxacin 500mg,Avoid holding urine | Urinate after intercourse | Stay hydrated,Severe,Elderly,within_24_hours,Urologist,95,5
"I've noticed pelvic pain, frequent urination, strong urine odor, burning urination, cloudy urine recently",UTI,Complete antibiotic course | Cranberry juice | Antibiotics | Increase fluid intake,Trimethoprim-sulfamethoxazole 800mg | Ciprofloxacin 500mg | Nitrofurantoin 100mg,Good hygiene | Avoid holding urine | Stay hydrated,Severe,Child,within_24_hours,Urologist,90,5
"I've noticed frequent urination, nausea, blood in urine, vomiting, painful urination recently",Kidney Stones,Pain medications | Increase fluid intake | Lithotripsy | Surgical removal if large,Morphine 10mg | Potassium citrate | Ketorolac 30mg,Limit animal protein | Limit sodium | Stay hydrated,Severe,Elderly,urgent,Urologist,95,5
"I'm suffering from painful urination, frequent urination, blood in urine",Kidney Stones,Lithotripsy | Surgical removal if large | Pain medications | Increase fluid intake,Tamsulosin 0.4mg | Morphine 10mg | Potassium citrate,Limit sodium | Limit animal protein | Maintain healthy weight,Moderate,Adult,urgent,Urologist,83,3
"I feel vomiting, painful urination, severe side pain, frequent urination, nausea",Kidney Stones,Surgical removal if large | Pain medications | Increase fluid intake | Lithotripsy,Ketorolac 30mg | Potassium citrate | Tamsulosin 0.4mg,Limit animal protein | Limit sodium | Maintain healthy weight,Severe,All Ages,urgent,Urologist,95,5
"I feel vomiting, painful urination, blood in urine, severe side pain, nausea",Kidney Stones,Increase fluid intake | Lithotripsy | Pain medications | Surgical removal if large,Potassium citrate | Tamsulosin 0.4mg | Morphine 10mg,Limit sodium | Maintain healthy weight | Limit animal protein,Severe,All Ages,urgent,Urologist,93,5
"I am experiencing severe side pain, nausea, frequent urination",Kidney Stones,Increase fluid intake | Pain medications | Surgical removal if large | Lithotripsy,Ketorolac 30mg | Tamsulosin 0.4mg | Potassium citrate,Limit animal protein | Stay hydrated | Maintain healthy weight,Moderate,All Ages,urgent,Urologist,84,3
"I have been having nausea, painful urination, blood in urine for a few days",Kidney Stones,Pain medications | Surgical removal if large | Increase fluid intake | Lithotripsy,Morphine 10mg | Tamsulosin 0.4mg | Ketorolac 30mg,Maintain healthy weight | Limit animal protein | Limit sodium,Moderate,All Ages,urgent,Urologist,90,3
"I've noticed painful urination, frequent urination, blood in urine, severe side pain recently",Kidney Stones,Surgical removal if large | Increase fluid intake | Lithotripsy | Pain medications,Ketorolac 30mg | Morphine 10mg | Tamsulosin 0.4mg,Limit animal protein | Stay hydrated | Limit sodium,Severe,Child,urgent,Urologist,95,4
"I've noticed vomiting, nausea, severe side pain, painful urination, frequent urination recently",Kidney Stones,Lithotripsy | Surgical removal if large | Pain medications | Increase fluid intake,Tamsulosin 0.4mg | Ketorolac 30mg | Morphine 10mg,Limit sodium | Limit animal protein | Stay hydrated,Severe,Adult,urgent,Urologist,93,5
"I've noticed nausea, blood in urine, frequent urination recently",Kidney Stones,Pain medications | Lithotripsy | Increase fluid intake | Surgical removal if large,Morphine 10mg | Tamsulosin 0.4mg | Potassium citrate,Maintain healthy weight | Limit sodium | Stay hydrated,Moderate,Child,urgent,Urologist,93,3
"I am experiencing nausea, vomiting, painful urination, severe side pain, frequent urination",Kidney Stones,Increase fluid intake | Surgical removal if large | Pain medications | Lithotripsy,Ketorolac 30mg | Morphine 10mg | Potassium citrate,Maintain healthy weight | Limit sodium | Stay hydrated,Severe,Elderly,urgent,Urologist,91,5
"I feel severe side pain, painful urination, nausea",Kidney Stones,Lithotripsy | Pain medications | Increase fluid intake | Surgical removal if large,Ketorolac 30mg | Tamsulosin 0.4mg | Morphine 10mg,Stay hydrated | Limit animal protein | Maintain healthy weight,Mild,All Ages,urgent,Urologist,87,3
"I'm suffering from frequent urination, vomiting, severe side pain, blood in urine, painful urination",Kidney Stones,Surgical removal if large | Pain medications | Increase fluid intake | Lithotripsy,Potassium citrate | Ketorolac 30mg | Morphine 10mg,Stay hydrated | Limit sodium | Limit animal protein,Severe,Adult,urgent,Urologist,95,5
"I've noticed frequent urination, vomiting, painful urination, severe side pain recently",Kidney Stones,Increase fluid intake | Surgical removal if large | Pain medications | Lithotripsy,Potassium citrate | Ketorolac 30mg | Tamsulosin 0.4mg,Stay hydrated | Limit animal protein | Limit sodium,Moderate,Adult,urgent,Urologist,94,4
"I've noticed severe side pain, vomiting, nausea recently",Kidney Stones,Surgical removal if large | Increase fluid intake | Pain medications | Lithotripsy,Morphine 10mg | Potassium citrate | Ketorolac 30mg,Maintain healthy weight | Stay hydrated | Limit sodium,Moderate,Adult,urgent,Urologist,83,3
"I'm suffering from frequent urination, nausea, vomiting, severe side pain, blood in urine",Kidney Stones,Lithotripsy | Surgical removal if large | Increase fluid intake | Pain medications,Tamsulosin 0.4mg | Ketorolac 30mg | Potassium citrate,Maintain healthy weight | Stay hydrated | Limit sodium,Severe,Child,urgent,Urologist,95,5
"I have been having blood in urine, severe side pain, vomiting, frequent urination, nausea for a few days",Kidney Stones,Surgical removal if large | Increase fluid intake | Pain medications | Lithotripsy,Morphine 10mg | Ketorolac 30mg | Tamsulosin 0.4mg,Stay hydrated | Limit sodium | Maintain healthy weight,Severe,All Ages,urgent,Urologist,95,5
"I feel painful urination, severe side pain, frequent urination",Kidney Stones,Increase fluid intake | Surgical removal if large | Pain medications | Lithotripsy,Morphine 10mg | Tamsulosin 0.4mg | Ketorolac 30mg,Limit sodium | Stay hydrated | Limit animal protein,Moderate,Adult,urgent,Urologist,87,3
"I've noticed nausea, severe side pain, painful urination, blood in urine recently",Kidney Stones,Pain medications | Surgical removal if large | Increase fluid intake | Lithotripsy,Ketorolac 30mg | Potassium citrate | Tamsulosin 0.4mg,Limit sodium | Maintain healthy weight | Stay hydrated,Moderate,Child,urgent,Urologist,90,4
"I've noticed blood in urine, severe side pain, painful urination, vomiting, frequent urination recently",Kidney Stones,Increase fluid intake | Lithotripsy | Pain medications | Surgical removal if large,Potassium citrate | Morphine 10mg | Tamsulosin 0.4mg,Stay hydrated | Limit sodium | Maintain healthy weight,Severe,Elderly,urgent,Urologist,95,5
"I feel painful urination, frequent urination, vomiting",Kidney Stones,Pain medications | Lithotripsy | Surgical removal if large | Increase fluid intake,Ketorolac 30mg | Tamsulosin 0.4mg | Potassium citrate,Maintain healthy weight | Stay hydrated | Limit sodium,Moderate,Elderly,urgent,Urologist,86,3
"I feel frequent urination, severe side pain, blood in urine",Kidney Stones,Increase fluid intake | Pain medications | Lithotripsy | Surgical removal if large,Ketorolac 30mg | Morphine 10mg | Potassium citrate,Stay hydrated | Limit sodium | Maintain healthy weight,Mild,Elderly,urgent,Urologist,80,3
"I'm suffering from blood in urine, severe side pain, vomiting, frequent urination",Kidney Stones,Lithotripsy | Surgical removal if large | Pain medications | Increase fluid intake,Potassium citrate | Morphine 10mg | Tamsulosin 0.4mg,Stay hydrated | Limit animal protein | Maintain healthy weight,Moderate,All Ages,urgent,Urologist,86,4
"I feel painful urination, severe side pain, blood in urine, frequent urination",Kidney Stones,Lithotripsy | Surgical removal if large | Increase fluid intake | Pain medications,Morphine 10mg | Ketorolac 30mg | Potassium citrate,Stay hydrated | Limit sodium | Maintain healthy weight,Moderate,Child,urgent,Urologist,95,4
"I feel vomiting, blood in urine, severe side pain, frequent urination, nausea",Kidney Stones,Pain medications | Increase fluid intake | Surgical removal if large | Lithotripsy,Ketorolac 30mg | Potassium citrate | Morphine 10mg,Stay hydrated | Limit animal protein | Maintain healthy weight,Severe,Adult,urgent,Urologist,92,5
"I feel blood in urine, frequent urination, nausea, painful urination, vomiting",Kidney Stones,Surgical removal if large | Pain medications | Lithotripsy | Increase fluid intake,Morphine 10mg | Potassium citrate | Ketorolac 30mg,Maintain healthy weight | Limit animal protein | Limit sodium,Severe,Elderly,urgent,Urologist,95,5
"I've noticed frequent urination, blood in urine, painful urination, vomiting, nausea recently",Kidney Stones,Lithotripsy | Increase fluid intake | Pain medications | Surgical removal if large,Morphine 10mg | Potassium citrate | Ketorolac 30mg,Limit animal protein | Limit sodium | Stay hydrated,Severe,Adult,urgent,Urologist,95,5
"I feel nausea, blood in urine, vomiting",Kidney Stones,Lithotripsy | Surgical removal if large | Increase fluid intake | Pain medications,Potassium citrate | Tamsulosin 0.4mg | Morphine 10mg,Stay hydrated | Limit sodium | Limit animal protein,Moderate,Adult,urgent,Urologist,95,3
"I feel painful urination, blood in urine, frequent urination",Kidney Stones,Increase fluid intake | Pain medications | Surgical removal if large | Lithotripsy,Potassium citrate | Morphine 10mg | Tamsulosin 0.4mg,Limit sodium | Stay hydrated | Limit animal protein,Moderate,Child,urgent,Urologist,80,3
"I'm suffering from severe side pain, frequent urination, painful urination, vomiting",Kidney Stones,Increase fluid intake | Lithotripsy | Surgical removal if large | Pain medications,Morphine 10mg | Potassium citrate | Ketorolac 30mg,Maintain healthy weight | Stay hydrated | Limit animal protein,Severe,Adult,urgent,Urologist,93,4
"I am experiencing frequent urination, blood in urine, painful urination, severe side pain",Kidney Stones,Lithotripsy | Pain medications | Surgical removal if large | Increase fluid intake,Potassium citrate | Ketorolac 30mg | Morphine 10mg,Maintain healthy weight | Stay hydrated | Limit sodium,Moderate,Adult,urgent,Urologist,95,4
